Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
G90 AWD,Genesis,2021,ICE,8.0,5.0,Automatic (S8),42836,5062.5,18.0,0.0,0.0,23.244,0.0,0.0,0.0,15.6519,19.4,32.5
G90 RWD,Genesis,2021,ICE,8.0,5.0,Automatic (S8),42837,5062.5,19.0,0.0,0.0,23.7068,0.0,0.0,0.0,15.8028,19.6,33.2
G80 AWD,Genesis,2021,ICE,4.0,2.5,Automatic (S8),42838,4609.375,25.0,0.0,0.0,30.072,0.0,0.0,0.0,21.7904,27.7531,42.9096
G80 RWD,Genesis,2021,ICE,4.0,2.5,Automatic (S8),42839,4609.375,26.0,0.0,0.0,31.8272,0.0,0.0,0.0,22.5133,28.7672,46.1144
G80 AWD,Genesis,2021,ICE,6.0,3.5,Automatic (S8),42840,4609.375,21.0,0.0,0.0,25.9987,0.0,0.0,0.0,18.2647,22.9,36.7
G80 RWD,Genesis,2021,ICE,6.0,3.5,Automatic (S8),42841,4609.375,22.0,0.0,0.0,27.1633,0.0,0.0,0.0,18.7801,23.6,38.5
Legacy AWD,Subaru,2021,ICE,4.0,2.5,Automatic (AV-S8),42844,3916.6666666666665,30.0,0.0,0.0,35.1445,0.0,0.0,0.0,26.8694,35.0208,51.2411
Legacy AWD,Subaru,2021,ICE,4.0,2.4,Automatic (AV-S8),42845,3916.6666666666665,27.0,0.0,0.0,32.3515,0.0,0.0,0.0,23.6674,30.4,46.7
Odyssey,Honda,2021,ICE,6.0,3.5,Automatic (S10),42848,4875.0,22.0,0.0,0.0,27.7844,0.0,0.0,0.0,19.4304,24.4877,39.4659
X3 sDrive30i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42849,4687.5,27.0,0.0,0.0,29.256,0.0,0.0,0.0,24.7198,31.9039,41.7715
Compass FWD,Jeep,2021,ICE,4.0,2.4,Automatic 6-spd,42850,3687.5,25.0,0.0,0.0,30.8811,0.0,0.0,0.0,22.1809,28.3,44.3454
NX 300,Lexus,2021,ICE,4.0,2.0,Automatic (S6),42851,4312.5,25.0,0.0,0.0,28.1023,0.0,0.0,0.0,22.3927,28.5975,39.962
CX-30 2WD,Mazda,2021,ICE,4.0,2.5,Automatic (S6),42852,3729.1666666666665,28.0,0.0,0.0,33.095,0.0,0.0,0.0,25.3422,32.8,47.9
Compass 4WD,Jeep,2021,ICE,4.0,2.4,Automatic 9-spd,42853,3687.5,25.0,0.0,0.0,30.1602,0.0,0.0,0.0,21.7524,27.7,43.2
NX 300h AWD,Lexus,2021,HEV,4.0,2.5,Automatic (AV-S6),42854,4312.5,31.0,0.0,0.0,29.9739,0.0,0.0,0.0,32.9739,44.2178,42.905
NX 300 AWD,Lexus,2021,ICE,4.0,2.0,Automatic (S6),42855,4312.5,24.0,0.0,0.0,27.9371,0.0,0.0,0.0,22.2111,28.3424,39.7041
NX 300 AWD F Sport,Lexus,2021,ICE,4.0,2.0,Automatic (S6),42856,4312.5,24.0,0.0,0.0,26.5334,0.0,0.0,0.0,21.7735,27.7295,37.5246
CX-30 4WD,Mazda,2021,ICE,4.0,2.5,Automatic (S6),42857,3729.1666666666665,26.0,0.0,0.0,30.7269,0.0,0.0,0.0,23.808,30.6,44.1
Outback AWD,Subaru,2021,ICE,4.0,2.5,Automatic (AV-S8),42858,4083.3333333333335,29.0,0.0,0.0,32.9376,0.0,0.0,0.0,26.1042,33.9042,47.6455
Outback AWD,Subaru,2021,ICE,4.0,2.4,Automatic (AV-S8),42859,4083.3333333333335,26.0,0.0,0.0,29.8444,0.0,0.0,0.0,23.2447,29.8,42.7
X5 sDrive40i,BMW,2021,HEV,6.0,3.0,Automatic (S8),42860,5500.0,23.0,0.0,0.0,25.5716,0.0,0.0,0.0,21.1179,26.8155,36.0436
X6 sDrive40i,BMW,2021,HEV,6.0,3.0,Automatic (S8),42861,5250.0,23.0,0.0,0.0,25.5716,0.0,0.0,0.0,21.1179,26.8155,36.0436
X5 xDrive40i,BMW,2021,HEV,6.0,3.0,Automatic (S8),42862,5500.0,23.0,0.0,0.0,25.4523,0.0,0.0,0.0,20.6373,26.149,35.8606
X5 M50i,BMW,2021,ICE,8.0,4.4,Automatic (S8),42863,5500.0,18.0,0.0,0.0,21.5385,0.0,0.0,0.0,15.975,19.8285,29.9393
X5 M,BMW,2021,ICE,8.0,4.4,Automatic (S8),42864,5500.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.1435,16.1143,24.851
X5 M Competition,BMW,2021,ICE,8.0,4.4,Automatic (S8),42865,5500.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.1435,16.1143,24.851
X6 xDrive40i,BMW,2021,HEV,6.0,3.0,Automatic (S8),42866,5250.0,23.0,0.0,0.0,25.452299999999997,0.0,0.0,0.0,20.6373,26.149,35.8606
X6 M50i,BMW,2021,ICE,8.0,4.4,Automatic (S8),42867,5250.0,18.0,0.0,0.0,21.5385,0.0,0.0,0.0,15.975,19.8285,29.9393
X6 M,BMW,2021,ICE,8.0,4.4,Automatic (S8),42868,5250.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.143499999999998,16.1143,24.851
X6 M Competition,BMW,2021,ICE,8.0,4.4,Automatic (S8),42869,5250.0,15.0,0.0,0.0,18.0892,0.0,0.0,0.0,13.143499999999998,16.1143,24.851
X7 xDrive40i,BMW,2021,HEV,6.0,3.0,Automatic (S8),42870,5750.0,21.0,0.0,0.0,24.0365,0.0,0.0,0.0,19.4394,24.5,33.7
X7 M50i,BMW,2021,ICE,8.0,4.4,Automatic (S8),42871,5750.0,17.0,0.0,0.0,20.5824,0.0,0.0,0.0,15.07,18.6314,28.5168
Alpina XB7,BMW,2021,ICE,8.0,4.4,Automatic (S8),42872,5750.0,17.0,0.0,0.0,20.5824,0.0,0.0,0.0,15.07,18.6314,28.5168
Camaro,Chevrolet,2021,ICE,6.0,3.6,Automatic (S10),42882,4190.0,22.0,0.0,0.0,29.0464,0.0,0.0,0.0,18.4122,23.1,41.4417
Camaro,Chevrolet,2021,ICE,6.0,3.6,Manual 6-spd,42883,4190.0,20.0,0.0,0.0,26.0577,0.0,0.0,0.0,16.349,20.326,36.7908
Camaro,Chevrolet,2021,ICE,8.0,6.2,Manual 6-spd,42884,4190.0,16.0,0.0,0.0,19.5389,0.0,0.0,0.0,13.6209,16.7341,26.9749
Camaro,Chevrolet,2021,ICE,8.0,6.2,Automatic (S10),42885,4190.0,16.0,0.0,0.0,20.9858,0.0,0.0,0.0,12.8392,15.3179,27.9339
Camaro,Chevrolet,2021,ICE,4.0,2.0,Manual 6-spd,42888,4190.0,22.0,0.0,0.0,29.4609,0.0,0.0,0.0,18.64,23.4094,42.0944
Camaro,Chevrolet,2021,ICE,4.0,2.0,Automatic (S8),42889,4190.0,25.0,0.0,0.0,30.0,0.0,0.0,0.0,21.5376,27.4,43.8
X1 xDrive28i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42893,3937.5,26.0,0.0,0.0,30.5553,0.0,0.0,0.0,22.8619,29.2586,43.8271
X1 sDrive28i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42894,3937.5,27.0,0.0,0.0,32.5109,0.0,0.0,0.0,23.967,30.8266,46.9568
XT4 FWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),42895,4125.0,26.0,0.0,0.0,30.2863,0.0,0.0,0.0,23.8782,30.7,43.4
XT6 FWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),42896,4875.0,23.0,0.0,0.0,27.4208,0.0,0.0,0.0,21.2505,27.0,38.9
Blazer FWD,Chevrolet,2021,ICE,4.0,2.5,Automatic (S9),42897,4375.0,23.0,0.0,0.0,26.5405,0.0,0.0,0.0,20.8416,27.5757,39.6991
Blazer FWD,Chevrolet,2021,ICE,4.0,2.0,Automatic 9-spd,42898,4375.0,25.0,0.0,0.0,29.3888,0.0,0.0,0.0,22.0,29.2877,41.9807
X3 xDrive30i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42899,4687.5,25.0,0.0,0.0,28.5223,0.0,0.0,0.0,23.1066,29.6045,40.6191
X3 M40i,BMW,2021,ICE,6.0,3.0,Automatic (S8),42900,4687.5,23.0,0.0,0.0,26.9818,0.0,0.0,0.0,20.7457,26.2991,38.2185
X4 xDrive30i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42901,4500.0,25.0,0.0,0.0,28.5223,0.0,0.0,0.0,23.1066,29.6045,40.6191
X4 M40i,BMW,2021,ICE,6.0,3.0,Automatic (S8),42902,4500.0,23.0,0.0,0.0,26.9818,0.0,0.0,0.0,20.7457,26.2991,38.2185
XT5 AWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),42903,4687.5,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,27.5561,39.1493
XT6 AWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),42904,4875.0,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.0,27.5561,39.1493
Blazer AWD,Chevrolet,2021,ICE,4.0,2.0,Automatic 9-spd,42905,4375.0,24.0,0.0,0.0,27.0,0.0,0.0,0.0,22.1096,28.2,39.9
Wrangler 2dr 4WD,Jeep,2021,HEV,6.0,3.6,Automatic 8-spd,42906,4850.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.5853,24.7,33.8
Wrangler 2dr 4WD,Jeep,2021,ICE,4.0,2.0,Automatic 8-spd,42907,4850.0,23.0,0.0,0.0,24.0029,0.0,0.0,0.0,21.9296,27.9478,37.4997
Wrangler 4dr 4WD,Jeep,2021,HEV,6.0,3.6,Automatic 8-spd,42908,4850.0,21.0,0.0,0.0,23.7068,0.0,0.0,0.0,19.1468,24.1,33.2
Wrangler 4dr 4WD,Jeep,2021,ICE,4.0,2.0,Automatic 8-spd,42909,4850.0,22.0,0.0,0.0,23.6939,0.0,0.0,0.0,21.0,27.7,37.6
Wrangler 2dr 4WD,Jeep,2021,ICE,6.0,3.6,Manual 6-spd,42910,4850.0,20.0,0.0,0.0,24.5615,0.0,0.0,0.0,17.2268,21.5,34.4988
Wrangler 4dr 4WD,Jeep,2021,ICE,6.0,3.6,Manual 6-spd,42911,4850.0,19.0,0.0,0.0,23.244,0.0,0.0,0.0,17.0031,21.2,32.5
Venza AWD,Toyota,2021,HEV,4.0,2.5,Automatic (AV-S6),42912,4250.0,39.0,0.0,0.0,37.136,0.0,0.0,0.0,40.1077,54.6277,52.1611
Acadia FWD,GMC,2021,ICE,4.0,2.5,Automatic 9-spd,42913,4475.961538461539,23.0,0.0,0.0,26.5405,0.0,0.0,0.0,20.8416,27.5757,39.6991
Acadia FWD,GMC,2021,ICE,4.0,2.0,Automatic 9-spd,42914,4475.961538461539,25.0,0.0,0.0,29.388,0.0,0.0,0.0,22.0,29.2871,41.9795
Acadia AWD,GMC,2021,ICE,4.0,2.0,Automatic 9-spd,42915,4475.961538461539,24.0,0.0,0.0,27.0,0.0,0.0,0.0,22.1096,28.2,39.9
Z4 M40i,BMW,2021,ICE,6.0,3.0,Automatic (S8),42917,3687.5,25.0,0.0,0.0,29.5278,0.0,0.0,0.0,22.0,29.2,42.2
GT-R,Nissan,2021,ICE,6.0,3.8,Automatic (AM-S6),42924,4250.0,18.0,0.0,0.0,21.6763,0.0,0.0,0.0,16.3216,20.0681,28.9907
Veloster N,Hyundai,2021,ICE,4.0,2.0,Automatic (AM-S8),42927,3302.0833333333335,22.0,0.0,0.0,27.2801,0.0,0.0,0.0,19.5776,23.7006,36.6469
Veloster N,Hyundai,2021,ICE,4.0,2.0,Manual 6-spd,42928,3302.0833333333335,25.0,0.0,0.0,28.4246,0.0,0.0,0.0,22.2427,27.3,38.4
X2 xDrive28i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42932,3937.5,27.0,0.0,0.0,31.3108,0.0,0.0,0.0,23.9153,30.7529,45.031
X2 M35i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42933,3937.5,26.0,0.0,0.0,30.2672,0.0,0.0,0.0,23.4408,30.078,43.3696
Malibu,Chevrolet,2021,ICE,4.0,2.0,Automatic 9-spd,42941,3569.4444444444443,26.0,0.0,0.0,33.0674,0.0,0.0,0.0,21.9811,28.3,45.8
Avalon XLE,Toyota,2021,ICE,6.0,3.5,Automatic (S8),42942,3968.75,26.0,0.0,0.0,32.4757,0.0,0.0,0.0,22.2521,28.4,46.9
Avalon,Toyota,2021,ICE,6.0,3.5,Automatic (S8),42943,3968.75,25.0,0.0,0.0,31.2914,0.0,0.0,0.0,21.5376,27.4,45.0
Avalon Hybrid,Toyota,2021,HEV,4.0,2.5,Automatic (AV-S6),42944,3968.75,43.0,0.0,0.0,43.213,0.0,0.0,0.0,43.237,59.1,59.5
Avalon Hybrid XLE,Toyota,2021,HEV,4.0,2.5,Automatic (AV-S6),42945,3968.75,44.0,0.0,0.0,44.48,0.0,0.0,0.0,42.9632,60.7999,61.4661
Avalon AWD,Toyota,2021,ICE,4.0,2.5,Automatic (S8),42946,3968.75,28.0,0.0,0.0,34.4479,0.0,0.0,0.0,24.9954,32.3,50.1
Avalon TRD,Toyota,2021,ICE,6.0,3.5,Automatic (S8),42947,3968.75,25.0,0.0,0.0,30.1279,0.0,0.0,0.0,21.2573,27.0095,43.1488
Titan 2WD,Nissan,2021,ICE,8.0,5.6,Automatic (S9),42950,6000.0,18.0,0.0,0.0,21.311,0.0,0.0,0.0,15.5764,19.3,29.600000000000005
Gladiator 4WD,Jeep,2021,ICE,6.0,3.6,Automatic 8-spd,42951,5250.0,19.0,0.0,0.0,21.9805,0.0,0.0,0.0,17.2268,21.5,30.6
Titan 4WD,Nissan,2021,ICE,8.0,5.6,Automatic (S9),42952,6000.0,18.0,0.0,0.0,21.2439,0.0,0.0,0.0,15.0,19.2,29.5
Titan 4WD PRO-4X,Nissan,2021,ICE,8.0,5.6,Automatic (S9),42953,6000.0,17.0,0.0,0.0,20.4058,0.0,0.0,0.0,15.2463,18.8638,28.2551
XT5 FWD,Cadillac,2021,ICE,6.0,3.6,Automatic (S9),42954,4687.5,21.0,0.0,0.0,25.6762,0.0,0.0,0.0,18.623,23.3862,36.2041
XT6 FWD,Cadillac,2021,ICE,6.0,3.6,Automatic (S9),42955,4875.0,21.0,0.0,0.0,25.6762,0.0,0.0,0.0,18.623,23.3862,36.2041
XT5 FWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),42956,4687.5,24.0,0.0,0.0,29.2741,0.0,0.0,0.0,22.0,29.0,41.8
Blazer FWD,Chevrolet,2021,ICE,6.0,3.6,Automatic 9-spd,42957,4375.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.6031,24.7243,39.4834
RX 350 L,Lexus,2021,ICE,6.0,3.5,Automatic (S8),42958,4750.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.2932,24.3,37.5
RAV4,Toyota,2021,ICE,4.0,2.5,Automatic (S8),42959,4002.5,30.0,0.0,0.0,34.8146,0.0,0.0,0.0,26.786899999999996,34.9,50.7
XT5 AWD,Cadillac,2021,ICE,6.0,3.6,Automatic (S9),42961,4687.5,21.0,0.0,0.0,25.5432,0.0,0.0,0.0,18.2647,22.9,36.0
XT6 AWD,Cadillac,2021,ICE,6.0,3.6,Automatic (S9),42962,4875.0,21.0,0.0,0.0,24.8246,0.0,0.0,0.0,17.9691,22.5,34.9
XT4 AWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),42963,4125.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,22.4655,28.7,42.3
Blazer AWD,Chevrolet,2021,ICE,6.0,3.6,Automatic 9-spd,42964,4375.0,21.0,0.0,0.0,26.0204,0.0,0.0,0.0,18.8128,23.6445,36.7335
Wrangler 4dr EcoDiesel 4WD,Jeep,2021,ICE,6.0,3.0,Automatic 8-spd,42965,4850.0,25.0,0.0,0.0,28.892600000000005,0.0,0.0,0.0,22.1093,28.199599999999997,41.2
Wrangler Rubic 4dr EcoDiesel 4WD,Jeep,2021,ICE,6.0,3.0,Automatic 8-spd,42966,4850.0,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.0,28.199599999999997,41.2
RX 350 L AWD,Lexus,2021,ICE,6.0,3.5,Automatic (S8),42967,4750.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,23.4338,36.017
RAV4 AWD,Toyota,2021,ICE,4.0,2.5,Automatic (S8),42968,4002.5,29.0,0.0,0.0,33.1568,0.0,0.0,0.0,26.7185,34.8,48.0
RAV4 AWD TRD OFFROAD,Toyota,2021,ICE,4.0,2.5,Automatic (S8),42970,4002.5,28.0,0.0,0.0,31.7289,0.0,0.0,0.0,24.8563,32.1,45.7
RAV4 AWD LE,Toyota,2021,ICE,4.0,2.5,Automatic (S8),42971,4002.5,30.0,0.0,0.0,33.9572,0.0,0.0,0.0,27.1279,35.3998,49.2995
RAV4 Hybrid  AWD,Toyota,2021,HEV,4.0,2.5,Automatic (AV-S6),42972,4002.5,40.0,0.0,0.0,38.2156,0.0,0.0,0.0,41.0,57.6,53.7
Acadia FWD,GMC,2021,ICE,6.0,3.6,Automatic 9-spd,42973,4475.961538461539,22.0,0.0,0.0,26.9391,0.0,0.0,0.0,19.2573,24.2509,38.1523
4Runner 2WD,Toyota,2021,ICE,6.0,4.0,Automatic (S5),42974,4875.0,17.0,0.0,0.0,18.9536,0.0,0.0,0.0,16.4046,20.4,28.7
Bentayga,Bentley,2021,ICE,8.0,4.0,Automatic (S8),42975,6000.0,18.0,0.0,0.0,23.7022,0.0,0.0,0.0,14.878,18.3,29.0
Acadia AWD,GMC,2021,ICE,6.0,3.6,Automatic 9-spd,42976,4475.961538461539,21.0,0.0,0.0,26.0204,0.0,0.0,0.0,18.8128,23.6445,36.7335
GX 460,Lexus,2021,ICE,8.0,4.6,Automatic (S6),42978,5500.0,16.0,0.0,0.0,19.0798,0.0,0.0,0.0,14.5136,17.9,26.3
RX 450h L AWD,Lexus,2021,HEV,6.0,3.5,Automatic (AV-S6),42979,4750.0,29.0,0.0,0.0,28.099,0.0,0.0,0.0,29.0,41.5576,39.9569
4Runner 4WD,Toyota,2021,ICE,6.0,4.0,Automatic (S5),42981,4875.0,17.0,0.0,0.0,18.9008,0.0,0.0,0.0,15.8608,19.6769,28.007
Clarity Plug-in Hybrid,Honda,2021,PHEV,4.0,1.5,Automatic (variable gear ratios),42983,4375.0,42.0,0.731,31.0,40.0,44.13,0.0,0.0,44.0,62.2,61.8
S90 AWD PHEV,Volvo,2021,PHEV,4.0,2.0,Automatic (S8),42984,4750.0,30.0,0.478,50.0,31.4791,21.34,0.0,0.0,28.3,37.2,45.3
Pacifica AWD,Chrysler,2020,ICE,6.0,3.6,Automatic 9-spd,42986,5000.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,16.9285,21.1,36.0
Vantage V8,Aston Martin,2021,ICE,8.0,4.0,Automatic (S8),42987,3937.5,20.0,0.0,0.0,24.4274,0.0,0.0,0.0,17.9972,22.5379,34.2945
Z4 sDrive30i,BMW,2021,ICE,4.0,2.0,Automatic (S8),42988,3687.5,28.0,0.0,0.0,32.221,0.0,0.0,0.0,24.6821,31.8497,46.4901
DBS,Aston Martin,2021,ICE,12.0,5.2,Automatic (S8),42990,4500.0,17.0,0.0,0.0,22.0071,0.0,0.0,0.0,14.3728,17.7156,30.6398
DB11 V12,Aston Martin,2021,ICE,12.0,5.2,Automatic (S8),42991,4500.0,18.0,0.0,0.0,22.1756,0.0,0.0,0.0,15.2211,18.8306,30.8924
DB11 V8,Aston Martin,2021,ICE,8.0,4.0,Automatic (S8),42992,4500.0,20.0,0.0,0.0,24.1217,0.0,0.0,0.0,18.1323,22.7207,33.8295
S4,Audi,2021,ICE,6.0,3.0,Automatic (S8),42997,4312.5,23.0,0.0,0.0,27.9201,0.0,0.0,0.0,20.4331,25.8666,39.6776
C-HR,Toyota,2021,ICE,4.0,2.0,Automatic (AV-S7),42998,3625.0,29.0,0.0,0.0,31.2658,0.0,0.0,0.0,27.0745,36.0,48.8
A8 L,Audi,2021,HEV,8.0,4.0,Automatic (S8),43003,5250.0,18.0,0.0,0.0,22.6387,0.0,0.0,0.0,15.2504,20.0,31.6
S8,Audi,2021,HEV,8.0,4.0,Automatic (S8),43004,5500.0,16.0,0.0,0.0,22.042,0.0,0.0,0.0,13.3515,17.2,29.9
1500 2WD,Ram,2021,HEV,6.0,3.6,Automatic 8-spd,43006,5767.401960784313,22.0,0.0,0.0,25.0847,0.0,0.0,0.0,19.694,24.8491,35.2975
1500 2WD,Ram,2021,ICE,6.0,3.0,Automatic 8-spd,43007,5767.401960784313,26.0,0.0,0.0,32.3515,0.0,0.0,0.0,22.4655,28.7,46.7
1500 2WD,Ram,2021,HEV,8.0,5.7,Automatic 8-spd,43008,5767.401960784313,19.0,0.0,0.0,22.8793,0.0,0.0,0.0,16.7042,20.8,31.949900000000003
Tundra 2WD,Toyota,2021,ICE,8.0,5.7,Automatic (S6),43010,5916.666666666666,15.0,0.0,0.0,17.4888,0.0,0.0,0.0,13.1249,16.0902,23.9773
Gladiator 4WD,Jeep,2021,ICE,6.0,3.6,Manual 6-spd,43011,5250.0,19.0,0.0,0.0,22.5804,0.0,0.0,0.0,16.4046,20.4,31.5
Gladiator EcoDiesel 4WD,Jeep,2021,ICE,6.0,3.0,Automatic 8-spd,43012,5250.0,24.0,0.0,0.0,27.7421,0.0,0.0,0.0,21.6809,27.6,39.4
Gladiator Rubicon EcoDiesel 4WD,Jeep,2021,ICE,6.0,3.0,Automatic 8-spd,43013,5250.0,24.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,27.6,39.4
1500 4WD,Ram,2021,HEV,6.0,3.6,Automatic 8-spd,43014,5767.401960784313,21.0,0.0,0.0,24.2495,0.0,0.0,0.0,19.3617,24.3937,34.0237
1500 4WD,Ram,2021,ICE,6.0,3.0,Automatic 8-spd,43015,5767.401960784313,24.0,0.0,0.0,29.401,0.0,0.0,0.0,21.2505,27.0,42.0
1500 4WD,Ram,2021,HEV,8.0,5.7,Automatic 8-spd,43016,5767.401960784313,19.0,0.0,0.0,22.0507,0.0,0.0,0.0,16.7923,20.9177,30.705100000000005
Tundra 4WD,Toyota,2021,ICE,8.0,5.7,Automatic (S6),43018,5916.666666666666,14.0,0.0,0.0,16.6694,0.0,0.0,0.0,13.1253,16.0907,22.7909
Tiguan,Volkswagen,2021,ICE,4.0,2.0,Automatic (S8),43019,4125.0,25.0,0.0,0.0,29.0199,0.0,0.0,0.0,22.6786,29.0,41.4
Q3 S-line quattro,Audi,2021,ICE,4.0,2.0,Automatic (S8),43020,4250.0,23.0,0.0,0.0,27.9986,0.0,0.0,0.0,20.0221,25.3,39.8
Tiguan 4motion,Volkswagen,2021,ICE,4.0,2.0,Automatic (S8),43023,4125.0,24.0,0.0,0.0,27.4851,0.0,0.0,0.0,21.4659,27.3,39.0
Q7,Audi,2021,ICE,4.0,2.0,Automatic (S8),43024,5406.25,21.0,0.0,0.0,23.3072,0.0,0.0,0.0,19.0003,23.9,34.4
Q7,Audi,2021,HEV,6.0,3.0,Automatic (S8),43026,5406.25,20.0,0.0,0.0,22.5762,0.0,0.0,0.0,17.5455,23.4588,33.2311
Q8,Audi,2021,HEV,6.0,3.0,Automatic (S8),43027,5500.0,20.0,0.0,0.0,22.5762,0.0,0.0,0.0,17.5455,23.4588,33.2311
SQ7,Audi,2021,ICE,8.0,4.0,Automatic (S8),43028,5500.0,17.0,0.0,0.0,20.6655,0.0,0.0,0.0,14.7421,18.2,28.6401
SQ8,Audi,2021,ICE,8.0,4.0,Automatic (S8),43029,5500.0,17.0,0.0,0.0,20.6655,0.0,0.0,0.0,14.7421,18.2,28.6401
Urus,Lamborghini,2021,ICE,8.0,4.0,Automatic (S8),43030,5500.0,14.0,0.0,0.0,16.6758,0.0,0.0,0.0,12.2803,15.0,22.8
LX 570,Lexus,2021,ICE,8.0,5.7,Automatic (S8),43031,6500.0,14.0,0.0,0.0,16.4553,0.0,0.0,0.0,12.2888,15.0109,24.3554
CX-3 2WD,Mazda,2021,ICE,4.0,2.0,Automatic (S6),43040,3194.4444444444443,31.0,0.0,0.0,33.8175,0.0,0.0,0.0,28.5393,37.4849,49.0722
CX-3 4WD,Mazda,2021,ICE,4.0,2.0,Automatic (S6),43041,3194.4444444444443,29.0,0.0,0.0,31.6629,0.0,0.0,0.0,27.3952,35.7926,45.5943
X2 sDrive28i,BMW,2021,ICE,4.0,2.0,Automatic (S8),43045,3937.5,27.0,0.0,0.0,31.6597,0.0,0.0,0.0,23.7118,30.4632,45.5892
Elantra,Hyundai,2021,ICE,4.0,2.0,Automatic (AV-S1),43046,3260.752688172043,35.0,0.0,0.0,40.8087,0.0,0.0,0.0,30.771200000000004,39.1622,60.8764
Q50,Infiniti,2021,ICE,6.0,3.0,Automatic (S7),43048,4187.5,23.0,0.0,0.0,29.274,0.0,0.0,0.0,20.0,26.0996,41.7998
Q50 AWD,Infiniti,2021,ICE,6.0,3.0,Automatic (S7),43049,4187.5,22.0,0.0,0.0,27.131,0.0,0.0,0.0,19.22,24.2,38.4499
Q50 Red Sport,Infiniti,2021,ICE,6.0,3.0,Automatic (S7),43050,4187.5,22.0,0.0,0.0,26.2255,0.0,0.0,0.0,19.585,24.6996,37.0494
Q50 Red Sport  AWD,Infiniti,2021,ICE,6.0,3.0,Automatic (S7),43051,4187.5,22.0,0.0,0.0,26.0308,0.0,0.0,0.0,19.0,24.645,36.7494
Civic 5Dr,Honda,2021,ICE,4.0,1.5,Manual 6-spd,43055,3246.7105263157896,32.0,0.0,0.0,36.8308,0.0,0.0,0.0,28.9237,36.2997,52.9
Civic 5Dr,Honda,2021,ICE,4.0,1.5,Automatic (variable gear ratios),43056,3246.7105263157896,34.0,0.0,0.0,39.6247,0.0,0.0,0.0,30.7837,40.8576,58.7187
Civic 5Dr,Honda,2021,ICE,4.0,1.5,Automatic (AV-S7),43057,3246.7105263157896,32.0,0.0,0.0,35.0,0.0,0.0,0.0,29.0,38.6405,53.15
K5 AWD,Kia,2021,ICE,4.0,1.6,Automatic (S8),43058,3725.0,29.0,0.0,0.0,33.8953,0.0,0.0,0.0,25.5528,33.1044,49.1988
GV80 RWD,Genesis,2021,ICE,4.0,2.5,Automatic (S8),43061,5045.454545454545,23.0,0.0,0.0,25.2654,0.0,0.0,0.0,21.0347,26.7,37.5
Cherokee FWD,Jeep,2021,ICE,4.0,2.0,Automatic 9-spd,43062,4301.136363636364,26.0,0.0,0.0,31.0679,0.0,0.0,0.0,22.6416,28.9478,44.6432
Cherokee FWD,Jeep,2021,ICE,4.0,2.4,Automatic 9-spd,43063,4301.136363636364,25.0,0.0,0.0,31.2287,0.0,0.0,0.0,21.7881,27.7499,44.8998
Cherokee FWD,Jeep,2021,ICE,6.0,3.2,Automatic 9-spd,43064,4301.136363636364,23.0,0.0,0.0,28.7628,0.0,0.0,0.0,19.7311,24.9,40.9961
Cherokee 4WD,Jeep,2021,ICE,4.0,2.0,Automatic 9-spd,43065,4301.136363636364,24.0,0.0,0.0,29.2741,0.0,0.0,0.0,21.0347,26.7,41.8
Cherokee 4WD,Jeep,2021,ICE,4.0,2.4,Automatic 9-spd,43066,4301.136363636364,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0347,26.7,42.3
Cherokee 4WD,Jeep,2021,ICE,6.0,3.2,Automatic 9-spd,43067,4301.136363636364,22.0,0.0,0.0,27.3565,0.0,0.0,0.0,19.22,24.2,38.8
Cherokee 4WD Active Drive II,Jeep,2021,ICE,4.0,2.0,Automatic 9-spd,43068,4301.136363636364,23.0,0.0,0.0,27.3563,0.0,0.0,0.0,20.3845,25.7996,38.7997
