Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway
Yukon 2WD,GMC,2021,ICE,6.0,3.0,Automatic 10-spd,43495,6500.0,23.0,0.0,0.0,27.3565,0.0,0.0,0.0,20.7463,26.3,38.8
Yukon XL 2WD,GMC,2021,ICE,6.0,3.0,Automatic 10-spd,43496,6500.0,23.0,0.0,0.0,27.3565,0.0,0.0,0.0,20.7463,26.3,38.8
911 Targa 4,Porsche,2021,ICE,6.0,3.0,Automatic (AM-S8),43512,4000.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,23.6,34.5
911 Targa 4S,Porsche,2021,ICE,6.0,3.0,Automatic (AM-S8),43514,4000.0,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.0,23.3,34.1
ID.4 1st,Volkswagen,2021,EV,,,Automatic (A1),43557,5041.666666666667,97.0,0.0,35.0,89.0,0.0,230.15870000000004,250.0,104.0,149.6,129.1
ID.4 Pro S,Volkswagen,2021,EV,,,Automatic (A1),43558,5041.666666666667,97.0,0.0,35.0,89.0,0.0,230.15870000000004,250.0,104.0,149.6,129.1
Ioniq,Hyundai,2021,HEV,4.0,1.6,Automatic (AM-S6),43570,3569.444444444445,55.0,0.0,0.0,56.44129999999999,0.0,0.0,0.0,54.2021,73.1761,74.7736
Ioniq Blue,Hyundai,2021,HEV,4.0,1.6,Automatic (AM-S6),43571,3569.444444444445,59.0,0.0,0.0,60.20669999999999,0.0,0.0,0.0,58.47,80.8,80.1
718 Boxster GTS,Porsche,2021,ICE,6.0,4.0,Manual 6-spd,43580,3625.0,19.0,0.0,0.0,23.5,0.0,0.0,0.0,16.8,21.0,32.9
718 Boxster GTS,Porsche,2021,ICE,6.0,4.0,Automatic (AM-S7),43581,3625.0,21.0,0.0,0.0,24.1,0.0,0.0,0.0,19.1,24.1,33.8
718 Spyder,Porsche,2021,ICE,6.0,4.0,Automatic (AM-S7),43583,3625.0,20.0,0.0,0.0,23.7,0.0,0.0,0.0,18.1,22.7,33.2
718 Cayman GTS,Porsche,2021,ICE,6.0,4.0,Manual 6-spd,43584,3625.0,19.0,0.0,0.0,23.5,0.0,0.0,0.0,16.8,21.0,32.9
718 Cayman GTS,Porsche,2021,ICE,6.0,4.0,Automatic (AM-S7),43585,3625.0,21.0,0.0,0.0,24.1,0.0,0.0,0.0,19.1,24.1,33.8
718 Cayman GT4,Porsche,2021,ICE,6.0,4.0,Automatic (AM-S7),43587,3625.0,20.0,0.0,0.0,23.7,0.0,0.0,0.0,18.1,22.7,33.2
Escalade 4WD,Cadillac,2021,ICE,6.0,3.0,Automatic 10-spd,43593,6500.0,22.0,0.0,0.0,26.2592,0.0,0.0,0.0,19.513,24.6008,37.1014
Tahoe 4WD,Chevrolet,2021,ICE,6.0,3.0,Automatic 10-spd,43595,6187.5,22.0,0.0,0.0,26.2593,0.0,0.0,0.0,19.513,24.6008,37.1015
Suburban 4WD,Chevrolet,2021,ICE,6.0,3.0,Automatic 10-spd,43596,6500.0,22.0,0.0,0.0,26.2593,0.0,0.0,0.0,19.513,24.6008,37.1015
Yukon XL 4WD,GMC,2021,ICE,6.0,3.0,Automatic 10-spd,43599,6500.0,22.0,0.0,0.0,26.2593,0.0,0.0,0.0,19.513,24.600800000000003,37.1015
Yukon 4WD,GMC,2021,ICE,6.0,3.0,Automatic 10-spd,43600,6500.0,22.0,0.0,0.0,26.2593,0.0,0.0,0.0,19.513,24.600800000000003,37.1015
Mustang Mach 1,Ford,2021,ICE,8.0,5.0,Automatic (S10),43610,4397.222222222223,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.4781,19.17,34.3809
Elantra Hybrid,Hyundai,2021,HEV,4.0,1.6,Automatic (AM-S6),43612,3260.752688172043,50.0,0.0,0.0,52.06629999999999,0.0,0.0,0.0,49.2526,68.3,67.4
Elantra Hybrid Blue,Hyundai,2021,HEV,4.0,1.6,Automatic (AM-S6),43613,3260.752688172043,54.0,0.0,0.0,55.5898,0.0,0.0,0.0,52.7058,72.8,72.3
F150 Pickup 2WD HEV,Ford,2021,HEV,6.0,3.5,Automatic (S10),43614,5625.0,25.0,0.0,0.0,25.9308,0.0,0.0,0.0,24.8563,32.1,36.5956
Ranger Tremor 4WD,Ford,2021,ICE,4.0,2.3,Automatic (S10),43617,4931.818181818182,19.0,0.0,0.0,19.0837,0.0,0.0,0.0,19.3663,24.4,30.9
Niro Touring,Kia,2021,HEV,4.0,1.6,Automatic (AM-S6),43631,3833.3333333333335,43.0,0.0,0.0,40.0,0.0,0.0,0.0,46.0,65.5,61.4
Niro,Kia,2021,HEV,4.0,1.6,Automatic (AM-S6),43632,3833.3333333333335,49.0,0.0,0.0,46.0,0.0,0.0,0.0,51.0,72.3,69.0
Niro FE,Kia,2021,HEV,4.0,1.6,Automatic (AM-S6),43633,3833.3333333333335,50.0,0.0,0.0,48.327,0.0,0.0,0.0,52.9723,72.9,69.0
XT5 Limo FWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),43636,4687.5,21.0,0.0,0.0,22.6702,0.0,0.0,0.0,19.5853,24.7,34.2
XT5 Limo AWD,Cadillac,2021,ICE,4.0,2.0,Automatic (S9),43637,4687.5,21.0,0.0,0.0,22.6702,0.0,0.0,0.0,19.5853,24.7,34.2
Q5 Sportback,Audi,2021,HEV,4.0,2.0,Automatic (AM-S7),43647,4750.0,25.0,0.0,0.0,28.3589,0.0,0.0,0.0,23.2456,29.8012,40.3632
SQ5 Sportback,Audi,2021,ICE,6.0,3.0,Automatic (S8),43648,4750.0,20.0,0.0,0.0,23.7728,0.0,0.0,0.0,18.0,23.3,33.3
Escape AWD,Ford,2021,ICE,4.0,2.0,Automatic 8-spd,43651,3906.25,26.0,0.0,0.0,31.4791,0.0,0.0,0.0,22.6786,29.0,45.3
F-Pace SVR,Jaguar,2021,ICE,8.0,5.0,Automatic (S8),43654,4875.0,18.0,0.0,0.0,21.5122,0.0,0.0,0.0,15.2737,18.8867,29.8988
F-Pace P340 MHEV,Jaguar,2021,HEV,6.0,3.0,Automatic (S8),43655,4875.0,22.0,0.0,0.0,26.5822,0.0,0.0,0.0,19.6583,24.7501,37.5523
F-Pace P400 MHEV,Jaguar,2021,HEV,6.0,3.0,Automatic (S8),43656,4875.0,22.0,0.0,0.0,26.0636,0.0,0.0,0.0,19.5124,24.6109,36.7826
Durango SRT AWD,Dodge,2021,ICE,8.0,6.2,Automatic 8-spd,43660,5666.666666666667,13.0,0.0,0.0,17.0907,0.0,0.0,0.0,11.5002,14.0,23.399999999999995
Mustang Mach 1,Ford,2021,ICE,8.0,5.0,Manual 6-spd,43679,4397.222222222223,17.0,0.0,0.0,22.4473,0.0,0.0,0.0,14.1316,17.4,31.3
Mustang,Ford,2021,ICE,4.0,2.3,Automatic 10-spd,43680,4397.222222222223,25.0,0.0,0.0,31.8536,0.0,0.0,0.0,21.4659,27.3,45.9
Mustang Convertible,Ford,2021,ICE,4.0,2.3,Automatic 10-spd,43681,4397.222222222223,23.0,0.0,0.0,28.2805,0.0,0.0,0.0,19.8894,25.1174,40.2406
Wrangler 4dr 4WD,Jeep,2021,ICE,8.0,6.4,Automatic 8-spd,43682,4850.0,14.0,0.0,0.0,16.6758,0.0,0.0,0.0,12.7459,15.6,22.8
Taycan 4S Perf Battery,Porsche,2021,EV,,,Automatic (A2),43684,5388.888888888889,79.0,0.0,42.4471,80.22,0.0,201.4,199.0,78.75,112.5,114.59999999999998
Niro Plug-in Hybrid,Kia,2021,PHEV,4.0,1.6,Automatic (AM-S6),43686,3833.3333333333335,46.0,0.54,32.0,44.4535,24.08,0.0,0.0,48.1489,63.9,61.79999999999999
Discovery,Land Rover,2021,ICE,4.0,2.0,Automatic (S8),43693,5250.0,21.0,0.0,0.0,22.2428,0.0,0.0,0.0,19.3318,24.3528,33.7329
Discovery MHEV,Land Rover,2021,HEV,6.0,3.0,Automatic (S8),43694,5250.0,21.0,0.0,0.0,24.0689,0.0,0.0,0.0,18.445,24.4829,35.5392
Stinger AWD,Kia,2022,ICE,4.0,2.5,Automatic (S8),43698,4250.0,24.0,0.0,0.0,28.8967,0.0,0.0,0.0,20.5219,25.4537,39.014
Stinger RWD,Kia,2022,ICE,4.0,2.5,Automatic (S8),43699,4250.0,25.0,0.0,0.0,31.5813,0.0,0.0,0.0,21.6699,27.6387,41.0734
Carnival,Kia,2022,ICE,6.0,3.5,Automatic (S8),43702,4833.333333333333,22.0,0.0,0.0,26.1963,0.0,0.0,0.0,19.4307,24.4882,37.0044
MDX FWD,Acura,2022,ICE,6.0,3.5,Automatic (S10),43703,4750.0,22.0,0.0,0.0,26.3231,0.0,0.0,0.0,19.0,25.0,37.2
Tucson FWD,Hyundai,2022,ICE,4.0,2.5,Automatic (S8),43704,4098.484848484849,29.0,0.0,0.0,32.7045,0.0,0.0,0.0,25.8151,33.4844,47.269
MDX AWD,Acura,2022,ICE,6.0,3.5,Automatic (S10),43707,4750.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.6331,23.399999999999995,36.0
1500 HFE 2WD,Ram,2021,ICE,6.0,3.0,Automatic 8-spd,43722,5767.401960784313,26.0,0.0,0.0,33.2803,0.0,0.0,0.0,22.6786,29.0,48.2
Ioniq Plug-in Hybrid,Hyundai,2021,PHEV,4.0,1.6,Automatic (AM-S6),43725,3569.444444444445,52.0,0.575,28.0,51.4965,27.95,0.0,0.0,52.43620000000001,72.3,72.4
Outlander PHEV,Mitsubishi,2021,PHEV,4.0,2.4,Automatic (A1),43726,3958.3333333333335,26.0,0.518,45.0,26.0445,23.13,0.0,0.0,25.7007,37.7025,40.6163
Panamera,Porsche,2021,ICE,6.0,2.9,Automatic (AM-S8),43727,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,23.8,35.2
Panamera 4,Porsche,2021,ICE,6.0,2.9,Automatic (AM-S8),43728,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.3385,23.0,34.6
Panamera 4 Executive,Porsche,2021,ICE,6.0,2.9,Automatic (AM-S8),43729,5147.727272727273,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,22.4,33.8
Panamera 4 ST,Porsche,2021,ICE,6.0,2.9,Automatic (AM-S8),43730,5147.727272727273,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.3385,23.0,33.8
Panamera Turbo S Executive,Porsche,2021,ICE,8.0,4.0,Automatic (AM-S8),43734,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.3495,19.0,29.9
Panamera Turbo S ST,Porsche,2021,ICE,8.0,4.0,Automatic (AM-S8),43735,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.3495,19.0,29.9
E-Pace MHEV,Jaguar,2021,HEV,4.0,2.0,Automatic (S9),43744,4500.0,23.0,0.0,0.0,25.6084,0.0,0.0,0.0,20.8906,26.5239,36.1314
Outlander 2WD,Mitsubishi,2022,ICE,4.0,2.5,Automatic (AV-S8),43751,4017.8571428571427,27.0,0.0,0.0,31.2329,0.0,0.0,0.0,24.468,31.5427,44.9065
GV70 AWD,Genesis,2022,ICE,6.0,3.5,Automatic (S8),43752,4650.0,21.0,0.0,0.0,24.6864,0.0,0.0,0.0,18.6274,23.3922,34.6891
Tucson AWD,Hyundai,2022,ICE,4.0,2.5,Automatic (S8),43753,4098.484848484849,26.0,0.0,0.0,28.6585,0.0,0.0,0.0,23.6043,30.3102,40.8326
Outlander 4WD,Mitsubishi,2022,ICE,4.0,2.5,Automatic (AV-S8),43756,4017.8571428571427,26.0,0.0,0.0,30.0,0.0,0.0,0.0,24.4886,31.5722,44.1397
Kona FWD,Hyundai,2022,ICE,4.0,1.6,Automatic (AM-S7),43763,3677.777777777778,32.0,0.0,0.0,34.6314,0.0,0.0,0.0,29.42,38.8,50.4
Kona FWD,Hyundai,2022,ICE,4.0,2.0,Automatic (AV-S1),43764,3677.777777777778,32.0,0.0,0.0,35.3492,0.0,0.0,0.0,29.504900000000003,38.9273,51.57739999999999
Kona AWD,Hyundai,2022,ICE,4.0,1.6,Automatic (AM-S7),43765,3677.777777777778,29.0,0.0,0.0,31.759200000000003,0.0,0.0,0.0,26.8545,34.9989,45.7486
Kona AWD,Hyundai,2022,ICE,4.0,2.0,Automatic (AV-S1),43766,3677.777777777778,30.0,0.0,0.0,32.7817,0.0,0.0,0.0,27.6734,36.2024,47.3936
Panamera Turbo S,Porsche,2021,ICE,8.0,4.0,Automatic (AM-S8),43769,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.3495,19.0,29.9
Rogue FWD,Nissan,2021,ICE,3.0,1.5,Automatic (AV-S8),43770,3816.6666666666665,33.0,0.0,0.0,37.0,0.0,0.0,0.0,30.2042,39.98,56.0508
Rogue FWD SL/Platinum,Nissan,2021,ICE,3.0,1.5,Automatic (AV-S8),43771,3816.6666666666665,32.0,0.0,0.0,36.0,0.0,0.0,0.0,29.6865,39.2,55.0
Rogue AWD,Nissan,2021,ICE,3.0,1.5,Automatic (AV-S8),43772,3816.6666666666665,33.0,0.0,0.0,36.0,0.0,0.0,0.0,29.9256,39.5598,54.4434
Rogue AWD SL/Platinum,Nissan,2021,ICE,3.0,1.5,Automatic (AV-S8),43773,3816.6666666666665,32.0,0.0,0.0,35.0,0.0,0.0,0.0,28.952100000000005,38.1,52.4
Corsair AWD PHEV,Lincoln,2021,PHEV,4.0,2.5,Automatic (variable gear ratios),43774,4450.0,33.0,0.568,43.0,32.2464,25.96,0.0,0.0,34.194,46.1,46.5
Tucson Hybrid,Hyundai,2022,HEV,4.0,1.6,Automatic (AM-S6),43799,4098.484848484849,37.0,0.0,0.0,35.7681,0.0,0.0,0.0,37.3332,50.70000000000001,48.0
Tucson Hybrid Blue,Hyundai,2022,HEV,4.0,1.6,Automatic (AM-S6),43800,4098.484848484849,38.0,0.0,0.0,37.9043,0.0,0.0,0.0,37.5943,49.6,50.9
Wrangler 4dr 4xe,Jeep,2021,PHEV,4.0,2.0,Automatic 8-spd,43801,4850.0,20.0,0.487,68.0,19.8362,21.0,0.0,0.0,20.3076,27.6,29.8
Taycan Perf Battery,Porsche,2021,EV,,,Automatic (A2),43802,5388.888888888889,79.0,0.0,41.0,84.0,0.0,210.6604,200.0,76.0,112.8,124.40000000000002
Taycan Perf Battery Plus,Porsche,2021,EV,,,Automatic (A2),43803,5388.888888888889,75.0,0.0,44.9454,80.01,0.0,239.80000000000004,225.0,71.33,101.9,114.30000000000001
GV70 AWD,Genesis,2022,ICE,4.0,2.5,Automatic (S8),43861,4650.0,22.0,0.0,0.0,25.6735,0.0,0.0,0.0,19.4394,24.5,36.2
Outback Wilderness AWD,Subaru,2022,ICE,4.0,2.4,Automatic (AV-S8),43867,4166.666666666667,24.0,0.0,0.0,26.3231,0.0,0.0,0.0,21.6093,27.5,37.2
QX55 AWD,Infiniti,2022,ICE,4.0,2.0,Automatic (AV-S8),43887,4375.0,25.0,0.0,0.0,28.4195,0.0,0.0,0.0,22.0,28.9154,40.458
I-Pace EV400,Jaguar,2021,EV,,,Automatic (A1),43889,5000.0,76.0,0.0,44.3076,71.96,0.0,221.0,234.0,79.8,113.9926,102.8212
Taos,Volkswagen,2022,ICE,4.0,1.5,Automatic 8-spd,43901,3625.0,31.0,0.0,0.0,35.8485,0.0,0.0,0.0,28.0777,36.8,52.4
Taos 4motion,Volkswagen,2022,ICE,4.0,1.5,Automatic 7-spd,43902,3625.0,28.0,0.0,0.0,31.7913,0.0,0.0,0.0,24.8563,32.1,45.8
Defender 110,Land Rover,2022,ICE,8.0,5.0,Automatic (S8),43909,5593.75,16.0,0.0,0.0,18.6021,0.0,0.0,0.0,14.2845,17.6252,25.5562
Panamera 4S e-Hybrid,Porsche,2021,PHEV,6.0,2.9,Automatic (AM-S8),43916,5147.727272727273,22.0,0.434,66.0,23.3649,18.89,0.0,0.0,20.6304,26.1,32.7
Panamera 4S e-Hybrid Executive,Porsche,2021,PHEV,6.0,2.9,Automatic (AM-S8),43917,5147.727272727273,22.0,0.434,66.0,23.3649,18.89,0.0,0.0,20.6304,26.1,32.7
Panamera 4S e-Hybrid ST,Porsche,2021,PHEV,6.0,2.9,Automatic (AM-S8),43918,5147.727272727273,22.0,0.434,66.0,23.3649,18.89,0.0,0.0,20.6304,26.1,32.7
Defender 90,Land Rover,2022,ICE,8.0,5.0,Automatic (S8),43946,5593.75,16.0,0.0,0.0,19.0116,0.0,0.0,0.0,14.8182,18.3475,26.2277
Pathfinder 2WD,Nissan,2022,ICE,6.0,3.5,Automatic (S9),43949,4812.5,23.0,0.0,0.0,25.8714,0.0,0.0,0.0,20.9633,26.6009,39.1978
Pathfinder 4WD,Nissan,2022,ICE,6.0,3.5,Automatic (S9),43950,4812.5,23.0,0.0,0.0,26.7589,0.0,0.0,0.0,20.7463,26.3,39.8
Pathfinder 4WD Platinum,Nissan,2022,ICE,6.0,3.5,Automatic (S9),43952,4812.5,22.0,0.0,0.0,24.7605,0.0,0.0,0.0,20.3124,25.7,38.2
TLX Type-S,Acura,2021,ICE,6.0,3.0,Automatic (S10),43966,4250.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.8,37.1
TLX Type-S Perf Tire,Acura,2021,ICE,6.0,3.0,Automatic (S10),43967,4250.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,19.0736,24.0,35.2
Bronco 4WD,Ford,2021,ICE,4.0,2.3,Automatic (S10),43995,4621.0317460317465,21.0,0.0,0.0,22.0945,0.0,0.0,0.0,20.0948,25.4,34.9
Bronco 4WD,Ford,2021,ICE,4.0,2.3,Manual 7-spd,43996,4621.0317460317465,21.0,0.0,0.0,21.6526,0.0,0.0,0.0,20.2399,25.6,33.4
Bronco 4WD,Ford,2021,ICE,6.0,2.7,Automatic (S10),43997,4621.0317460317465,19.0,0.0,0.0,20.3198,0.0,0.0,0.0,18.4122,23.1,32.2
Bronco Badlands 4WD,Ford,2021,ICE,6.0,2.7,Automatic (S10),43998,4621.0317460317465,17.0,0.0,0.0,17.8346,0.0,0.0,0.0,17.1788,21.4356,27.5909
Bronco Badlands 4WD,Ford,2021,ICE,4.0,2.3,Manual 7-spd,43999,4621.0317460317465,17.0,0.0,0.0,17.5834,0.0,0.0,0.0,15.8904,19.7161,27.3907
Bronco Badlands 4WD,Ford,2021,ICE,4.0,2.3,Automatic (S10),44000,4621.0317460317465,17.0,0.0,0.0,17.0964,0.0,0.0,0.0,17.5147,21.8871,26.9796
Bronco Sasquatch 4WD,Ford,2021,ICE,6.0,2.7,Automatic (S10),44001,4621.0317460317465,17.0,0.0,0.0,16.9008,0.0,0.0,0.0,16.8211,20.9562,26.1781
Bronco Sasquatch 4WD,Ford,2021,ICE,4.0,2.3,Automatic (S10),44002,4621.0317460317465,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,24.8897,33.6953
Bronco Black Diamond 4WD,Ford,2021,ICE,4.0,2.3,Manual 7-spd,44003,4621.0317460317465,18.0,0.0,0.0,19.1305,0.0,0.0,0.0,17.0501,21.2629,29.7839
Bronco Black Diamond 4WD,Ford,2021,ICE,4.0,2.3,Automatic (S10),44004,4621.0317460317465,18.0,0.0,0.0,18.0,0.0,0.0,0.0,18.4194,23.1098,29.7578
CT4 V,Cadillac,2022,ICE,6.0,3.6,Automatic (S10),44006,4004.6875,19.0,0.0,0.0,24.1681,0.0,0.0,0.0,15.6519,19.4,33.9
CT4 V,Cadillac,2022,ICE,6.0,3.6,Manual 6-spd,44007,4004.6875,18.0,0.0,0.0,23.0223,0.0,0.0,0.0,15.4819,18.4,30.7
ID.4 Pro,Volkswagen,2021,EV,,,Automatic (A1),44052,5041.666666666667,99.0,0.0,34.0,91.0,0.0,237.1,260.0,107.0,155.0,132.0
CT5 V,Cadillac,2022,ICE,8.0,6.2,Manual 6-spd,44055,4319.444444444444,15.0,0.0,0.0,20.5806,0.0,0.0,0.0,12.8604,15.300000000000002,25.399999999999995
CT5 V,Cadillac,2022,ICE,8.0,6.2,Automatic (S10),44056,4319.444444444444,16.0,0.0,0.0,21.9995,0.0,0.0,0.0,12.9683,15.699999999999998,29.8
R8 Coupe,Audi,2022,ICE,10.0,5.2,Automatic (AM-S7),44093,4093.75,15.0,0.0,0.0,19.479,0.0,0.0,0.0,13.1687,15.6266,25.6782
R8 Coupe RWD,Audi,2022,ICE,10.0,5.2,Automatic (AM-S7),44095,4093.75,17.0,0.0,0.0,22.8583,0.0,0.0,0.0,14.0331,16.5144,29.2412
Huracan Coupe,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44099,4062.5,15.0,0.0,0.0,18.2401,0.0,0.0,0.0,13.0732,16.0,24.1293
Huracan Spyder RWD,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44100,4062.5,15.0,0.0,0.0,18.2397,0.0,0.0,0.0,13.0766,16.0,24.1286
Huracan Coupe RWD,Lamborghini,2022,ICE,10.0,5.2,Automatic (AM-S7),44101,4062.5,15.0,0.0,0.0,18.2397,0.0,0.0,0.0,13.0766,16.0,24.1286
Continental GT V8 Convertible,Bentley,2022,ICE,8.0,4.0,Automatic (AM-S8),44102,5875.0,19.0,0.0,0.0,25.6858,0.0,0.0,0.0,15.5122,18.9,31.3
RS 5 Coupe,Audi,2022,ICE,6.0,2.9,Automatic (S8),44105,5500.0,21.0,0.0,0.0,25.0904,0.0,0.0,0.0,18.0638,21.8,34.5
S5 Coupe,Audi,2022,ICE,6.0,3.0,Automatic (S8),44107,4333.333333333333,24.0,0.0,0.0,29.579799999999995,0.0,0.0,0.0,21.2583,26.6615,39.7738
S5 Cabriolet,Audi,2022,ICE,6.0,3.0,Automatic (S8),44108,4333.333333333333,23.0,0.0,0.0,27.992499999999996,0.0,0.0,0.0,20.7723,25.600000000000005,37.7
RS 7,Audi,2022,HEV,8.0,4.0,Automatic (S8),44121,5500.0,17.0,0.0,0.0,22.4903,0.0,0.0,0.0,14.7357,19.2,30.2
RS 5 Sportback,Audi,2022,ICE,6.0,2.9,Automatic (S8),44122,5500.0,21.0,0.0,0.0,25.1064,0.0,0.0,0.0,17.9881,22.1,35.3
S5 Sportback,Audi,2022,ICE,6.0,3.0,Automatic (S8),44123,4333.333333333333,24.0,0.0,0.0,29.579799999999995,0.0,0.0,0.0,21.2583,26.6615,39.7738
RS 6 Avant,Audi,2022,HEV,8.0,4.0,Automatic (S8),44140,5500.0,17.0,0.0,0.0,22.0124,0.0,0.0,0.0,14.6134,19.4,29.1
Sorento Hybrid FWD,Kia,2022,HEV,4.0,1.6,Automatic (AM-S6),44141,4420.833333333333,37.0,0.0,0.0,34.6889,0.0,0.0,0.0,39.239,54.0,49.8
Q5 S line quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44143,4750.0,25.0,0.0,0.0,27.9918,0.0,0.0,0.0,22.8932,29.3028,39.7895
Q5 Sportback S line quattro,Audi,2022,HEV,4.0,2.0,Automatic (AM-S7),44144,4750.0,25.0,0.0,0.0,27.9918,0.0,0.0,0.0,22.8932,29.3028,39.7895
Q3 S line quattro,Audi,2022,ICE,4.0,2.0,Automatic (S8),44147,4250.0,24.0,0.0,0.0,28.3185,0.0,0.0,0.0,20.6741,26.2,40.3
Tiguan R-Line 4motion,Volkswagen,2022,ICE,4.0,2.0,Automatic (S8),44150,4312.5,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,21.4659,27.3,40.4
Q7 quattro,Audi,2022,HEV,6.0,3.0,Automatic (S8),44154,5375.0,20.0,0.0,0.0,22.5104,0.0,0.0,0.0,18.4122,23.1,33.7294
Q8 quattro,Audi,2022,HEV,6.0,3.0,Automatic (S8),44155,5500.0,20.0,0.0,0.0,22.5104,0.0,0.0,0.0,18.4122,23.1,33.7294
A7 TFSI e quattro,Audi,2022,PHEV,4.0,2.0,Automatic (AM-S7),44158,5000.0,27.0,0.618,48.0,31.2356,28.42,0.0,0.0,24.6845,32.3,43.7
Q5 TFSI e quattro,Audi,2022,PHEV,4.0,2.0,Automatic (AM-S7),44159,4750.0,26.0,0.57,56.0,26.7761,23.1,0.0,0.0,25.0648,32.4,37.9
Explorer Timberline AWD,Ford,2021,ICE,4.0,2.3,Automatic (S10),44164,5187.5,21.0,0.0,0.0,22.5597,0.0,0.0,0.0,19.2932,24.3,35.5
F-Type P450 RWD Coupe,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44167,4375.0,19.0,0.0,0.0,24.2996,0.0,0.0,0.0,16.6294,20.7335,34.0972
F-Type P450 RWD Convertible,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44168,4375.0,19.0,0.0,0.0,24.2996,0.0,0.0,0.0,16.6294,20.7335,34.0972
S60 B5,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44186,4437.5,30.0,0.0,0.0,35.1195,0.0,0.0,0.0,26.1013,33.9,51.2
S60 B5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44187,4437.5,28.0,0.0,0.0,33.0332,0.0,0.0,0.0,24.7171,31.9,47.8
S90 B6 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44192,4833.333333333333,26.0,0.0,0.0,31.2914,0.0,0.0,0.0,22.6786,29.0,45.0
A6 Allroad quattro,Audi,2022,HEV,6.0,3.0,Automatic (AM-S7),44194,4500.0,23.0,0.0,0.0,28.3185,0.0,0.0,0.0,20.5296,26.0,40.3
XC40 T4,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44199,4416.666666666667,26.0,0.0,0.0,31.5415,0.0,0.0,0.0,22.7495,29.100000000000005,45.4
XC40 T5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44204,4416.666666666667,25.0,0.0,0.0,29.844399999999997,0.0,0.0,0.0,21.5376,27.399999999999995,42.70000000000001
XC60 B5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44205,4650.0,24.0,0.0,0.0,27.9986,0.0,0.0,0.0,22.1809,28.3,39.8
XC60 B6 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44206,4650.0,24.0,0.0,0.0,27.034399999999998,0.0,0.0,0.0,21.4659,27.3,38.3
XC90 T5,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44207,5150.0,25.0,0.0,0.0,29.8444,0.0,0.0,0.0,21.3942,27.2,42.7
Q7 quattro,Audi,2022,ICE,4.0,2.0,Automatic (S8),44208,5375.0,22.0,0.0,0.0,25.0863,0.0,0.0,0.0,19.6583,24.8,35.3
XC90 T5 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44209,5150.0,23.0,0.0,0.0,28.126600000000003,0.0,0.0,0.0,20.4572,25.9,40.0
XC90 T6 AWD,Volvo,2022,ICE,4.0,2.0,Automatic (S8),44210,5150.0,22.0,0.0,0.0,26.517499999999995,0.0,0.0,0.0,19.0003,23.9,37.5
F-Type P450 AWD R-Dynamic Coupe,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44226,4375.0,18.0,0.0,0.0,24.0365,0.0,0.0,0.0,15.5008,19.2287,33.7286
F-Type P450 AWD R-Dynamic Convertible,Jaguar,2022,ICE,8.0,5.0,Automatic (S8),44227,4375.0,18.0,0.0,0.0,24.0365,0.0,0.0,0.0,15.5008,19.2287,33.7286
GLI,Volkswagen,2022,ICE,4.0,2.0,Automatic (AM-S7),44240,3625.0,30.0,0.0,0.0,36.0773,0.0,0.0,0.0,26.2146,33.3,51.0
GLI,Volkswagen,2022,ICE,4.0,2.0,Manual 6-spd,44241,3625.0,30.0,0.0,0.0,36.7874,0.0,0.0,0.0,25.732,31.1,49.0
